object_number,taxonomy.scientific_name,taxonomy.common_name,preparation,form,field_coll.name,field_coll.place,field_coll.date.start,field_coll.date.end
NH:2004.82.1541,Malurus cyaneus (Ellis),Superb Fairy-wren,skin,,,Australia,,
NH:2006.12.1278,Malurus cyaneus (Ellis),Superb Fairy-wren,taxidermy,mounted,,,,
NH:2004.82.1542,Malurus dorsalis Leurin,,skin,,,Australia,,
NH:2004.82.1543,Malurus dorsalis Leurin,,skin,,,Australia,,
NH:2008.73.130,Malurus elegans Gould,,taxidermy,mounted,,Western Australia (state),,
NH:2004.82.1544,"Malurus lamberti Vigors & Horsfield, 1827",Variegated Fairywren,skin,,,Australia,,
NH:2006.12.1283,Malurus melanocephalus (Lath.),Red-backed Fairywren,taxidermy,mounted,,Australia (eastern),,
NH:2004.82.1545,"Malurus melanocephalus (Latham, 1802)",Red-backed Fairywren,skin,,,Australia,,
NH:2004.82.1548,"Malurus melanocephalus (Latham, 1802)",Red-backed Fairywren,skin,,,Australia,,
NH:2008.73.128,Malurus splendens (Q.& G.),Banded wren,taxidermy,mounted,,Australia,,
NH:1902.289,MammaliaAves,mammalbird,,,"Ussher, Richard J. ",Fanore (Co. Clare),01/08/1902,31/08/1902
NH:1904.347,MammaliaAves,mammalbird,,,"Cree, C.",Anascaul,01/07/1904,31/07/1904
NH:2018.15,MammaliaAves,mammalbird,,,,Ireland,,
NH:2004.82.367,Manacus candei,White-collared Manakin,skin,,,Guatemala,,
NH:2004.82.368,"Manacus candei (Parzudaki, 1841)",White-collared Manakin,skin,,,Honduras,,
NH:1905.247.81,"Manacus manacus (Linnaeus, 1766)",White-bearded Manakin,skin,,,South America,,
NH:2004.82.369,"Manacus manacus (Linnaeus, 1766)",White-bearded Manakin,skin,,,Rio de Janeiro,,
NH:2004.82.372,"Manacus manacus (Linnaeus, 1766)",White-bearded Manakin,skin,,,Brazil (?),,
NH:2004.82.373,"Manacus manacus (Linnaeus, 1766)",White-bearded Manakin,skin,,,,,
NH:2004.82.374,"Manacus manacus (Linnaeus, 1766)",White-bearded Manakin,skin,,,Brazil (?),,
NH:2004.82.375,"Manacus manacus (Linnaeus, 1766)",White-bearded Manakin,skin,,,Trinidad,,
NH:2004.82.376,"Manacus manacus (Linnaeus, 1766)",White-bearded Manakin,skin,,,South America,,
NH:1911.198.5,"Manacus manacus gutturosus (Desmarest, 1806)",,skin,,,Brazil (south-east),,
NH:2004.82.370,"Manacus manacus gutturosus (Desmarest, 1806)",,skin,,,South America,1871-08-03,
NH:2004.82.371,"Manacus manacus gutturosus (Desmarest, 1806)",,skin,,,Brazil,1856,
NH:2004.82.366,Manacus vitellinus,Golden-collared Manakin,skin,,,New Granada,,
NH:2004.82.365,Manacus vitellinus (Gould),Golden-collared Manakin,skin,,,Panama,,
NH:2004.82.364,"Manacus vitellinus (Gould, 1843)",Golden-collared Manakin,skin,,,Cauca,,
NH:2006.12.946,Manorina melanophrys,Bell Miner,skin,,,New South Wales,,
NH:1887.2906.1,Manucodia ater,Glossy-mantled Manucode,skin,,,New Guinea,,
NH:2008.73.258,Manucodia atra (Less.),Glossy-mantled Manucode,taxidermy,mounted,,New Guinea,,
NH:2008.73.259,Manucodia chalybaea (Penn.),,taxidermy,mounted,,New Guinea,,
NH:1880.653.1,"Manucodia comrii Sclater, 1876",,skin,,,New Guinea,,
NH:2003.51.878,"Mareca americana Gmelin, 1789",American wigeon,skin,,,United States of America,,
NH:2003.51.879,"Mareca americana Gmelin, 1789",American wigeon,skin,,,United States of America,,
NH:2003.51.880,"Mareca americana Gmelin, 1789",American wigeon,skin,,,Guatemala,1871,
NH:2003.52.68,"Mareca falcata Georgi, 1775",falcated duck,taxidermy,mounted,,Siberia,,
NH:2003.52.69,"Mareca falcata Georgi, 1775",falcated duck,taxidermy,mounted,,Siberia,,
NH:1933.168.1,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,skeleton,boxed,,Dublin (city),1933-12,
NH:1937.11.1,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,skeleton,boxed,,,,
NH:2006.12.1717,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,skeletondried [also mummified tissue],boxed,,,,
NH:1878.6.1,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,skin,,,Malahide,,
NH:1880.299.1,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,skin,,,Malahide,,1880-03-18
NH:1884.296.35,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,skin,,"Campbell, Colin John",Egypt,,1884-11
NH:1894.8.1,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,skin,,"Mansfield, G. (Mr)",Clifden (town),,1894-01-19
NH:1903.245.1,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,skin,,,Co. Wexford,14/12/1903,15/12/1903
NH:1912.371.1,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,skin,,,North Bull Island,08/02/1912,08/02/1912
NH:1913.34.116,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,skin,,,Dock River,1897-02-24,26/02/1913
NH:1916.126.44,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,skin,,,,1893-02-07,25/10/1916
NH:1916.126.45,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,skin,,,Bartragh (Killala Bay),1894-01-23,25/10/1916
NH:1916.127.6,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,skin,boxedbagged,,Dublin Market (Skerries),15/02/1900,
NH:1916.128.943,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,skin,boxed,,Ireland,,
NH:1916.128.944,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,skin,boxed,,Tory Island,15/01/1903,
NH:1916.128.945,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,skin,boxed,"Sole, B.",Maidens Rock Lighthouse,1889-10-19,
NH:1916.128.946,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,skin,boxed,,Co. Wexford,19/11/1911,
NH:1928.99.1,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,skin,,Langham,Lough Erne,1928-08,28/09/1928
NH:2003.51.876,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,skin,,,Ballinasloe,,
NH:2003.51.877,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,skin,,,Moy Estuary,,
NH:1907.358,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,taxidermy,,,Co. Roscommon,15/11/1907,15/11/1907
NH:1911.396.1,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,taxidermy,mounted,,Malahide,,
NH:1916.124.120,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,taxidermy,mounted,,Dublin Market (Skerries),,
NH:1916.124.121,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,taxidermy,mounted,,Dublin Market (Skerries),,
NH:2003.52.101,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,taxidermy,mounted,"Carte, William (FRCSI)",Crimea Oblast (autonomous republic),,
NH:2003.52.420,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,taxidermy,mounted,,River Moy (estuary),,
NH:2008.73.430,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,taxidermy,mounted,,Ireland,,
NH:2008.73.433,"Mareca penelope Linnaeus, 1758",Eurasian wigeon,taxidermy,mounted,,Co. Roscommon,,
NH:2003.51.881,"Mareca sibilatrix (Poeppig, 1829)",,skin,,,Chile,,
NH:1907.357.1,"Mareca sibilatrix (Poeppig, 1829)",,taxidermy,mounted,,South America,,
NH:1909.62.1,"Mareca sibilatrix (Poeppig, 1829)",,taxidermy,mounted,,South America,,
NH:1909.62.2,"Mareca sibilatrix (Poeppig, 1829)",,taxidermy,mounted,,South America,,
NH:1912.291.1,"Mareca sibilatrix (Poeppig, 1829)",,taxidermy,mounted,,South America,,
NH:1940.7.1,"Mareca strepera (Linnaeus, 1758)",gadwall,skeleton,boxed,,Carlow (town),11/01/1940,11/01/1940
NH:1878.10.1,"Mareca strepera (Linnaeus, 1758)",gadwall,skin,,,Strangford Lough,,1878-03-11
NH:1878.461.2,"Mareca strepera (Linnaeus, 1758)",gadwall,skin,,,Ballina (Co. Mayo),,1878-10-29
NH:1887.2902.509,"Mareca strepera (Linnaeus, 1758)",gadwall,skin,,,Sikkim,1875-08,
NH:1887.2902.510,"Mareca strepera (Linnaeus, 1758)",gadwall,skin,,,Sambalpur,1874-12-19,1887-10-20
NH:1892.35.1,"Mareca strepera (Linnaeus, 1758)",gadwall,skin,,,,1892,
NH:1894.5.1,"Mareca strepera (Linnaeus, 1758)",gadwall,skin,,,Mallow,,1894-01-16
NH:1894.5.2,"Mareca strepera (Linnaeus, 1758)",gadwall,skin,,,Mallow,,1894-01-16
NH:1905.215.1,"Mareca strepera (Linnaeus, 1758)",gadwall,skin,,,Mallow,20/11/1905,23/11/1905
NH:1907.359.1,"Mareca strepera (Linnaeus, 1758)",gadwall,skin,,,Co. Roscommon,15/11/1907,15/11/1907
NH:1910.525.1,"Mareca strepera (Linnaeus, 1758)",gadwall,skin,,,Wexford Harbour,01/01/1910,02/12/1910
NH:1911.417.1,"Mareca strepera (Linnaeus, 1758)",gadwall,skin,,,Rosslare (town),14/12/1911,
NH:1911.417.3,"Mareca strepera (Linnaeus, 1758)",gadwall,skin,,,Rosslare (town),14/12/1911,
NH:1916.122.629,"Mareca strepera (Linnaeus, 1758)",gadwall,skin,,,Co. Laois,1810-11-07,25/10/1916
NH:1916.122.630,"Mareca strepera (Linnaeus, 1758)",gadwall,skin,,,Ballina (Co. Mayo),1888-11,25/10/1916
NH:1916.122.669,"Mareca strepera (Linnaeus, 1758)",gadwall,skin,,,Co. Laois,07/11/1910,
NH:1916.128.950,"Mareca strepera (Linnaeus, 1758)",gadwall,skin,boxed,,Co. Wexford,1912-02,
NH:1916.128.951,"Mareca strepera (Linnaeus, 1758)",gadwall,skin,boxed,"Barrington, Richard Manliffe",Ireland,21/02/1900,
NH:2003.51.872,"Mareca strepera (Linnaeus, 1758)",gadwall,skin,,,,,
NH:2008.73.729,"Mareca strepera (Linnaeus, 1758)",gadwall,skinfeather,boxedbagged,,Castlegregory,07/12/1946,
NH:1878.462.1,"Mareca strepera (Linnaeus, 1758)",gadwall,taxidermy,mounted,,Ballina (Co. Mayo),,
NH:1878.463.1,"Mareca strepera (Linnaeus, 1758)",gadwall,taxidermy,mounted,,Ballina (Co. Mayo),,
NH:1903.186.1,"Mareca strepera (Linnaeus, 1758)",gadwall,taxidermy,mounted,,Kildare (town),1903-01,
NH:1916.124.122,"Mareca strepera (Linnaeus, 1758)",gadwall,taxidermy,mounted,,Dublin Market (Skerries),1891-02,
NH:1940.7.2,"Mareca strepera (Linnaeus, 1758)",gadwall,taxidermy,mounted,,Carlow (town),11/01/1940,11/01/1940
NH:2008.73.47,Margarornis perlata (Lesson),,taxidermy,mounted,,Colombia,,
NH:1884.296.39,"Marmaronetta angustirostris (Menetries, 1832)",marbled teal,skin,,"Campbell, Colin John",Egypt,,
NH:1884.296.40,"Marmaronetta angustirostris (Menetries, 1832)",marbled teal,skin,,"Campbell, Colin John",Egypt,,
NH:1886.518.1,"Marmaronetta angustirostris (Menetries, 1832)",marbled teal,skin,,,Lenkoran,,
NH:1886.519.1,"Marmaronetta angustirostris (Menetries, 1832)",marbled teal,skin,,,Lenkoran,,
NH:1900.7.47,"Marmaronetta angustirostris (Menetries, 1832)",marbled teal,skin,,,Shatt al-Arab (river),1895-04-02,
NH:1900.7.48,"Marmaronetta angustirostris (Menetries, 1832)",marbled teal,skin,,,Shatt al-Arab (river),1895-04-01,
NH:2003.51.928,"Marmaronetta angustirostris (Menetries, 1832)",marbled teal,skin,,,,,
NH:2003.51.929,"Marmaronetta angustirostris (Menetries, 1832)",marbled teal,skin,,"Brooke, A.B.",Las Carnicerias,1871-06-04,
NH:2004.82.415,"Masius chrysopterus (Lafresnaye, 1843)",Golden-winged Manakin,skin,,,Ecuador (nation),,
NH:2004.82.414,Masius chrysopterus coronulatus,,skin,,,Costa Rica,,
NH:2004.82.505,Mecocerculus leucophrys gularis (Madarasz),white-throated tyrannulet,skin,,,Brazil,1847,
NH:1886.130.1,Megaceryle alcyon,Belted Kingfisher,skin,,,Amelia,1877-08-22,
NH:2003.51.651,Megaceryle alcyon,Belted Kingfisher,skin,,,Halifax (Nova Scotia),,
NH:2003.51.655,Megaceryle alcyon,Belted Kingfisher,skin,,,Vancouver Island,,
NH:2003.51.656,Megaceryle alcyon,Belted Kingfisher,skin,,,Texas,,
NH:2003.51.657,Megaceryle alcyon,Belted Kingfisher,skin,,,Vancouver Island,,
NH:2003.51.658,Megaceryle alcyon,Belted Kingfisher,skin,,,Esquimalt Harbour,,
NH:2003.51.659,Megaceryle alcyon,Belted Kingfisher,skin,,,,,
NH:1979.50.1,"Megaceryle alcyon (Linnaeus, 1758)",American Belted Kingfisher,taxidermy,mounted,,Ballina area,04/02/1979,04/02/1979
NH:2003.52.267,"Megaceryle alcyon (Linnaeus, 1758)",American Belted Kingfisher,taxidermy,mounted,,North and Central America,,
NH:2003.52.452,"Megaceryle alcyon (Linnaeus, 1758)",American Belted Kingfisher,taxidermy,mounted,,Luggala,1845-11-01,1845-11-30
NH:1887.2902.422,Megaceryle lugubris guttulata,,skin,,,India,1877-08,
NH:1887.2902.423,Megaceryle lugubris guttulata,,skin,,,India,1876-07-24,
NH:2003.51.648,Megaceryle lugubris guttulata,,skin,,,India (north),,
NH:2003.51.649,Megaceryle lugubris guttulata,,skin,,,India,,
NH:2003.51.650,Megaceryle lugubris guttulata,,skin,,,India,,
NH:1925.69.1034,"Megaceryle lugubris guttulata (Stejneger, 1892)",,skin,,"Falkiner, J.M.",River Deyoo;  Lakimpur (North);  Upper Assam,06/04/1903,
NH:1885.39.1,Megaceryle maxima,Giant Kingfisher,skin,,,Axim,,
NH:1885.39.2,Megaceryle maxima,Giant Kingfisher,skin,,,Axim,,
NH:2003.51.654,Megaceryle maxima,Giant Kingfisher,skin,,,South Africa,,
NH:2003.52.270,Megaceryle maxima,Giant Kingfisher,taxidermy,mounted,,West Africa,,
NH:2003.51.652,Megaceryle torquata (Linnaeus),ringed kingfisher,skin,,,,,
NH:2003.51.653,Megaceryle torquata (Linnaeus),ringed kingfisher,skin,,,Panama,1871,
NH:2003.52.269,Megaceryle torquata (Linnaeus),ringed kingfisher,taxidermy,mounted,,South America,,
NH:2003.52.434,Megalaima armillaris,Orange-fronted Barbet,taxidermy,mounted,,Java,,
NH:1887.2902.593,"Megalaima asiatica (Latham, 1790)",Blue-throated Barbet,skin,,"Mandelli, L.",Sikkim,1875-08,
NH:1887.2902.594,"Megalaima asiatica (Latham, 1790)",Blue-throated Barbet,skin,,,Kolkata,1872-11,
NH:1887.2902.595,"Megalaima asiatica (Latham, 1790)",Blue-throated Barbet,skin,,,Kolkata,1872-11,
NH:1887.2902.596,"Megalaima asiatica (Latham, 1790)",Blue-throated Barbet,skin,,"Day, T. (Dr)",Assam,1874-02-17,
NH:1887.2902.597,"Megalaima asiatica (Latham, 1790)",Blue-throated Barbet,skin,,"Day, T. (Dr)",Assam,1874-01-05,
NH:1925.69.1012,"Megalaima asiatica (Latham, 1790)",Blue-throated Barbet,skin,,"Falkiner, J.M.",Margherita,13/12/1902,
NH:1925.69.117,"Megalaima asiatica (Latham, 1790)",Blue-throated Barbet,skin,,"Falkiner, J.M.",Margherita,26/02/1903,
NH:1925.69.52,"Megalaima asiatica (Latham, 1790)",Blue-throated Barbet,skin,,"Falkiner, J.M.",Margarita; Dibrugarh District; Upper Assam,02/12/1903,
NH:1925.69.55,"Megalaima asiatica (Latham, 1790)",Blue-throated Barbet,skin,,"Falkiner, J.M.",Margarita; Dibrugarh District; Upper Assam,12/02/1902,
NH:1925.69.671,"Megalaima asiatica (Latham, 1790)",Blue-throated Barbet,skin,,"Falkiner, J.M.",Rungagora; Dibragarh; Assam (Upper District),13/04/1903,
NH:1925.69.674,"Megalaima asiatica (Latham, 1790)",Blue-throated Barbet,skin,,"Falkiner, J.M.",Panitola; Dibragarh; Assam (Upper District),1901-12,
NH:2003.51.1180,"Megalaima asiatica (Latham, 1790)",Blue-throated Barbet,skin,,,Manbhoom,1867,
NH:2003.51.1181,"Megalaima asiatica (Latham, 1790)",Blue-throated Barbet,skin,,,India,,
NH:2003.51.1182,"Megalaima asiatica (Latham, 1790)",Blue-throated Barbet,skin,,,India,,
NH:2003.51.1183,"Megalaima asiatica (Latham, 1790)",Blue-throated Barbet,skin,,,,,
NH:1887.2902.591,Megalaima asiatica davisoni,,skin,,,Taoo; Tenasserim,1877-03-22,
NH:1887.2902.592,Megalaima asiatica davisoni,,skin,,,Tenasserim,1877-04-14,
NH:2003.52.435,Megalaima australis,Blue-eared Barbet,taxidermy,mounted,,Malacca (state),,
NH:1883.218.1,Megalaima australis duvaucelii,,skin,,,Borneo,,
NH:1887.2902.588,"Megalaima chrysopogon (Temminck, 1824)",Golden-whiskered Barbet,skin,,,Malacca (state),,
NH:1903.32.22,"Megalaima chrysopogon (Temminck, 1824)",Golden-whiskered Barbet,skin,,,Pulau Pinang (state),,
NH:2003.51.1171,"Megalaima chrysopogon (Temminck, 1824)",Golden-whiskered Barbet,skin,,,Sumatra (island),,
NH:2003.51.1172,"Megalaima chrysopogon (Temminck, 1824)",Golden-whiskered Barbet,skin,,,Malacca (state),,
NH:2003.51.1173,"Megalaima chrysopogon (Temminck, 1824)",Golden-whiskered Barbet,skin,,,Sumatra (island),,
NH:1887.2902.598,"Megalaima franklinii (Blyth, 1842)",Golden-throated Barbet,skin,,,Darjeeling,,
NH:1887.2902.599,"Megalaima franklinii (Blyth, 1842)",Golden-throated Barbet,skin,,,Darjeeling,,
NH:1887.2902.622,"Megalaima franklinii (Blyth, 1842)",Golden-throated Barbet,skin,,"Mandelli, L.",Sikkim,1875-08,
NH:2003.51.1189,"Megalaima franklinii (Blyth, 1842)",Golden-throated Barbet,skin,,,India (northeast),,
NH:1880.593.1,"Megalaima haemacephala (Statius Muller, 1776)",Coppersmith Barbet,skin,,,Rajmahal Hills,1869-12,
NH:1887.2902.612,"Megalaima haemacephala (Statius Muller, 1776)",Coppersmith Barbet,skin,,,Satpura Hills,1874-01,
NH:1887.2902.613,"Megalaima haemacephala (Statius Muller, 1776)",Coppersmith Barbet,skin,,,Sambalpur,1876-01-24,
NH:1887.2902.614,"Megalaima haemacephala (Statius Muller, 1776)",Coppersmith Barbet,skin,,,Palamow,1878-03-24,
NH:1887.2902.615,"Megalaima haemacephala (Statius Muller, 1776)",Coppersmith Barbet,skin,,,Palamow,1878-02-13,
NH:1909.31.5,"Megalaima haemacephala (Statius Muller, 1776)",Coppersmith Barbet,skin,,"Kelsall, H. (RA)",Rangoon,23/06/1900,
NH:1925.69.1019,"Megalaima haemacephala (Statius Muller, 1776)",Coppersmith Barbet,skin,,"Falkiner, J.M.",Dibrugarh district,12/11/1901,
NH:1925.69.387,"Megalaima haemacephala (Statius Muller, 1776)",Coppersmith Barbet,skin,,"Falkiner, J.M.",Assam,16/08/1901,
NH:2003.51.1212,"Megalaima haemacephala (Statius Muller, 1776)",Coppersmith Barbet,skin,,,Kolkata,1867,
NH:2003.51.1213,"Megalaima haemacephala (Statius Muller, 1776)",Coppersmith Barbet,skin,,,Manbhum,,
NH:2003.51.1214,"Megalaima haemacephala (Statius Muller, 1776)",Coppersmith Barbet,skin,,,India,,
NH:2003.51.1215,"Megalaima haemacephala (Statius Muller, 1776)",Coppersmith Barbet,skin,,,India,,
NH:2003.51.1216,"Megalaima haemacephala (Statius Muller, 1776)",Coppersmith Barbet,skin,,,Sumatra (island),1868-10-05,
NH:2003.51.1188,"Megalaima henricii (Temminck, 1831)",Yellow-crowned Barbet,skin,,,Sumatra (island),1845-02,
NH:2003.52.44,"Megalaima henricii (Temminck, 1831)",Yellow-crowned Barbet,skin,,,Penang,,
NH:1887.2902.600,"Megalaima lineata (Vieillot, 1816)",Lineated Barbet,skin,,,Kumaun,1876-07,
NH:1887.2902.601,"Megalaima lineata (Vieillot, 1816)",Lineated Barbet,skin,,,Kumaun,1876-07,
NH:1887.2902.602,"Megalaima lineata (Vieillot, 1816)",Lineated Barbet,skin,,"Day, T. (Dr)",Jeypore,1874-02-06,
NH:1887.2902.603,"Megalaima lineata (Vieillot, 1816)",Lineated Barbet,skin,,,Akyab,1876-04-07,
NH:1887.2902.604,"Megalaima lineata (Vieillot, 1816)",Lineated Barbet,skin,,"Day, T. (Dr)",Belrugarh (?),1874-02-09,
NH:1887.2902.605,"Megalaima lineata (Vieillot, 1816)",Lineated Barbet,skin,,,Tista Valley; Sikkim,1876,
NH:1925.69.1009,"Megalaima lineata (Vieillot, 1816)",Lineated Barbet,skin,,"Falkiner, J.M.",Panitola,1901-12,
NH:1925.69.658,"Megalaima lineata (Vieillot, 1816)",Lineated Barbet,skin,,"Falkiner, J.M.",Panitola; Dibragarh; Assam (Upper District),1901-02,
NH:2003.51.1190,"Megalaima lineata (Vieillot, 1816)",Lineated Barbet,skin,,,India,,
NH:2003.51.1191,"Megalaima lineata (Vieillot, 1816)",Lineated Barbet,skin,,,India,,
NH:2003.51.1192,"Megalaima lineata (Vieillot, 1816)",Lineated Barbet,skin,,,India,1871-08-09,
NH:1925.69.1006,"Megalaima marshallorum Swinhoe, 1870",Great Barbet,skin,,"Falkiner, J.M.",Margherita,1902-12,
NH:1925.69.479,"Megalaima marshallorum Swinhoe, 1870",Great Barbet,skin,,"Falkiner, J.M.",Margarita; Dibrugarh District; Upper Assam,02/10/1902,
NH:2003.52.319,Megalaima mystacophanos,Red-throated Barbet,taxidermy,mounted,,Sumatra (island),,
NH:1887.2902.589,"Megalaima mystacophanos (Temminck, 1824)",Red-throated Barbet,skin,,,Malacca (state),,
NH:2003.51.1174,"Megalaima mystacophanos (Temminck, 1824)",Red-throated Barbet,skin,,,Sumatra (island),1844,
NH:2003.51.1175,"Megalaima mystacophanos (Temminck, 1824)",Red-throated Barbet,skin,,,Sumatra (island),,
NH:2003.52.43,"Megalaima mystacophanos (Temminck, 1824)",Red-throated Barbet,skin,,,India,,
NH:2003.51.1186,Megalaima oorti nuchalis,,skin,,,Taiwan (Island),,
NH:2003.52.315,Megalaima rafflesii,Red-crowned Barbet,taxidermy,mounted,,Sumatra (island),,
NH:1887.2902.585,Megalaima virens marshallorum,,skin,,"Mandelli, L.",Sikkim,1875-08,
NH:1887.2902.586,Megalaima virens marshallorum,,skin,,,Simla,1869,
NH:1887.2902.587,Megalaima virens marshallorum,,skin,,"Miller, D.B.",Darjeeling,,
NH:2003.51.1144,Megalaima virens marshallorum,,skin,,,India,,
NH:2003.51.1145,Megalaima virens marshallorum,,skin,,,India,,
NH:2003.51.1146,Megalaima virens marshallorum,,skin,,,India,,
NH:2003.51.1147,Megalaima virens marshallorum,,skin,,,India,,
NH:2003.51.1148,Megalaima virens marshallorum,,skin,,,Himalaya Mountains,,
NH:2003.51.1149,Megalaima virens marshallorum,,skin,,,Himalaya Mountains,,
NH:1887.2902.616,"Megalaima viridis (Boddaert, 1783)",White-cheeked Barbet,skin,,,India,1876-01-27,
NH:2003.51.1219,"Megalaima viridis (Boddaert, 1783)",White-cheeked Barbet,skin,,,India,,
NH:2003.51.1220,"Megalaima viridis (Boddaert, 1783)",White-cheeked Barbet,skin,,,India,,
NH:2004.82.1514,Megalurus gramineus (Gould),Little Grassbird,skin,,,Australia,,
NH:1887.2902.1562,"Megalurus palustris Horsfield, 1821",Striated Grassbird,skin,,"Day, F. (Dr)",Assam,1874-02-10,
NH:1887.2902.1563,"Megalurus palustris Horsfield, 1821",Striated Grassbird,skin,,"Ball, Valentine (CB, FRS)",Sambalpur,1876-03-11,
NH:1925.69.14,"Megalurus palustris Horsfield, 1821",Striated Grassbird,skin,,,Margherita,20/02/1903,
NH:1925.69.15,"Megalurus palustris Horsfield, 1821",Striated Grassbird,skin,,,Rungagora,10/04/1903,
NH:1925.69.16,"Megalurus palustris Horsfield, 1821",Striated Grassbird,skin,,,Rungagora,1903-04,
NH:1890.131.25,"Megalurus timoriensis tweeddalei McGregor, 1908",,skin,,"Steere Expedition 1887-1888Bourus, F.S.",Panay,1888-01,
NH:2004.82.1515,"Megalurus timoriensis Wallace, 1864",,skin,,,Australia,,
NH:1888.230.1,Megapodius cumingii Dillwyn,tabon scrubfowl,skin,,Von Platen (Dr),Palawan,1887-07-16,
NH:1906.113.1,Megapodius cumingii Dillwyn,tabon scrubfowl,skin,,"Burbidge, F.W.",Borneo,,
NH:2003.52.152,Megapodius freycinet Gaimard,dusky scrubfowl,taxidermy,mounted,,Mysore (island),,
NH:1887.2902.1,Megapodius nicobariensis Blyth,Nicobar scrubfowl,skin,,,Camorta Island,1869-07,
NH:1902.156.1,Megapodius reinwardt Dumont,orange-footed scrubfowl,taxidermy,mounted,,New Guinea,,
NH:1902.156.2,Megapodius reinwardt Dumont,orange-footed scrubfowl,taxidermy,mounted,,New Guinea,,
NH:2004.82.1802,Megaquiscalus macrurus Sw.,,skin,,,Mexico,,
NH:1910.237.1,Megaquiscalus obscurus Nelson,,skin,,"Bailey, H.H.",Tepic,26/04/1905,
NH:2008.73.66,Megarhynchus pitangua (L.),,taxidermy,mounted,,Brazil,,
NH:1905.247.89,"Megarynchus pitangua (Linnaeus, 1766)",Boat-billed Flycatcher,skin,,,South America,,
NH:2004.82.469,"Megarynchus pitangua (Linnaeus, 1766)",Boat-billed Flycatcher,skin,,McLeannan,Panama,,
